19:45:31.522550505 epoll_pwait other server server /src/ /src/server 
19:45:31.522577155 futex IPC server server /src/ /src/server 
19:45:31.522599104 futex IPC server server /src/ /src/server 
19:45:31.522604011 accept4 net server server /src/ /src/server 
19:45:31.522668971 accept4 net server server /src/ /src/server 
19:45:31.522684156 epoll_ctl other server server /src/ /src/server 
19:45:31.522694187 epoll_ctl other server server /src/ /src/server 
19:45:31.522698038 getsockname net server server /src/ /src/server 
19:45:31.522701128 getsockname net server server /src/ /src/server 
19:45:31.522714111 futex IPC server server /src/ /src/server 
19:45:31.522714486 setsockopt net server server /src/ /src/server 
19:45:31.522718278 setsockopt net server server /src/ /src/server 
19:45:31.522726197 setsockopt net server server /src/ /src/server 
19:45:31.522729246 nanosleep sleep server server /src/ /src/server 
19:45:31.522730542 setsockopt net server server /src/ /src/server 
19:45:31.522734868 setsockopt net server server /src/ /src/server 
19:45:31.522737361 setsockopt net server server /src/ /src/server 
19:45:31.522741470 setsockopt net server server /src/ /src/server 
19:45:31.522743067 setsockopt net server server /src/ /src/server 
19:45:31.522746646 setsockopt net server server /src/ /src/server 
19:45:31.522748069 setsockopt net server server /src/ /src/server 
19:45:31.522765247 futex IPC server server /src/ /src/server 
19:45:31.522784126 futex IPC server server /src/ /src/server 
19:45:31.522784816 switch scheduler server server /src/ /src/server 
19:45:31.522790582 accept4 net server server /src/ /src/server 
19:45:31.522800008 accept4 net server server /src/ /src/server 
19:45:31.522854971 nanosleep sleep server server /src/ /src/server 
19:45:31.522861855 nanosleep sleep server server /src/ /src/server 
19:45:31.522865616 read net server server /src/ /src/server 
19:45:31.522875258 read net server server /src/ /src/server 
19:45:31.522880205 epoll_pwait other server server /src/ /src/server 
19:45:31.522883416 epoll_pwait other server server /src/ /src/server 
19:45:31.522888168 epoll_pwait other server server /src/ /src/server 
19:45:31.522900235 switch scheduler server server /src/ /src/server 
19:45:31.522903121 futex IPC server server /src/ /src/server 
19:45:31.522915507 write ipc server server /src/ /src/server 
19:45:31.522919906 switch scheduler server server /src/ /src/server 
19:45:31.522962305 epoll_pwait other server server /src/ /src/server 
19:45:31.522966644 read ipc server server /src/ /src/server 
19:45:31.522971528 read ipc server server /src/ /src/server 
19:45:31.522977222 epoll_pwait other server server /src/ /src/server 
19:45:31.522978911 epoll_pwait other server server /src/ /src/server 
19:45:31.522980080 write ipc server server /src/ /src/server 
19:45:31.522984580 epoll_pwait other server server /src/ /src/server 
19:45:31.522987507 switch scheduler server server /src/ /src/server 
19:45:31.523002722 switch scheduler server server /src/ /src/server 
19:45:31.523019299 nanosleep sleep server server /src/ /src/server 
19:45:31.523026066 futex IPC server server /src/ /src/server 
19:45:31.523036136 switch scheduler server server /src/ /src/server 
19:45:31.523042624 futex IPC server server /src/ /src/server 
19:45:31.523057445 switch scheduler server server /src/ /src/server 
19:45:31.523218363 epoll_pwait other server server /src/ /src/server 
19:45:31.523233862 futex IPC server server /src/ /src/server 
19:45:31.523239557 futex IPC server server /src/ /src/server 
19:45:31.523243586 read net server server /src/ /src/server 
19:45:31.523257678 read net server server /src/ /src/server 
19:45:31.523333966 futex IPC server server /src/ /src/server 
19:45:31.523352517 futex IPC server server /src/ /src/server 
19:45:31.523384567 futex IPC server server /src/ /src/server 
19:45:31.523395133 nanosleep sleep server server /src/ /src/server 
19:45:31.523413920 switch scheduler server server /src/ /src/server 
19:45:31.523416494 futex IPC server server /src/ /src/server 
19:45:31.523424318 epoll_pwait other server server /src/ /src/server 
19:45:31.523428077 epoll_pwait other server server /src/ /src/server 
19:45:31.523433445 nanosleep sleep server server /src/ /src/server 
19:45:31.523441710 switch scheduler server server /src/ /src/server 
19:45:31.523447839 getrandom other server server /src/ /src/server 
19:45:31.523452782 getrandom other server server /src/ /src/server 
19:45:31.523513852 write ipc server server /src/ /src/server 
19:45:31.523537012 nanosleep sleep server server /src/ /src/server 
19:45:31.523537719 write ipc server server /src/ /src/server 
19:45:31.523543610 nanosleep sleep server server /src/ /src/server 
19:45:31.523557649 switch scheduler server server /src/ /src/server 
19:45:31.523559394 nanosleep sleep server server /src/ /src/server 
19:45:31.523566173 futex IPC server server /src/ /src/server 
19:45:31.523574833 futex IPC server server /src/ /src/server 
19:45:31.523585399 read net server server /src/ /src/server 
19:45:31.523595727 read net server server /src/ /src/server 
19:45:31.523603277 epoll_pwait other server server /src/ /src/server 
19:45:31.523604607 epoll_pwait other server server /src/ /src/server 
19:45:31.523611534 epoll_pwait other server server /src/ /src/server 
19:45:31.523640700 write ipc server server /src/ /src/server 
19:45:31.523641380 switch scheduler server server /src/ /src/server 
19:45:31.523643689 nanosleep sleep server server /src/ /src/server 
19:45:31.523645551 write ipc server server /src/ /src/server 
19:45:31.523648402 nanosleep sleep server server /src/ /src/server 
19:45:31.523658912 switch scheduler server server /src/ /src/server 
19:45:31.523661397 futex IPC server server /src/ /src/server 
19:45:31.523670199 futex IPC server server /src/ /src/server 
19:45:31.523677180 switch scheduler server server /src/ /src/server 
19:45:31.523693942 write net server server /src/ /src/server 
19:45:31.523787062 nanosleep sleep server server /src/ /src/server 
19:45:31.523792868 nanosleep sleep server server /src/ /src/server 
19:45:31.523814315 write net server server /src/ /src/server 
19:45:31.523826621 futex IPC server server /src/ /src/server 
19:45:31.523829415 switch scheduler server server /src/ /src/server 
19:45:31.523838901 futex IPC server server /src/ /src/server 
19:45:31.523865335 epoll_ctl other server server /src/ /src/server 
19:45:31.523873307 epoll_ctl other server server /src/ /src/server 
19:45:31.523877703 close net server server /src/ /src/server 
19:45:31.523905297 close net server server /src/ /src/server 
19:45:31.523971148 futex IPC server server /src/ /src/server 
19:45:31.523997865 switch scheduler server server /src/ /src/server 
19:45:31.524229352 futex IPC server server /src/ /src/server 
19:45:31.524281848 futex IPC server server /src/ /src/server 
19:45:31.524292313 nanosleep sleep server server /src/ /src/server 
19:45:31.524298708 switch scheduler server server /src/ /src/server 
19:45:31.524300717 futex IPC server server /src/ /src/server 
19:45:31.524329728 switch scheduler server server /src/ /src/server 
19:45:32.634323208 epoll_pwait other server server /src/ /src/server 
19:45:32.634333577 futex IPC server server /src/ /src/server 
19:45:32.634338057 futex IPC server server /src/ /src/server 
19:45:32.634339419 switch scheduler server server /src/ /src/server 
19:45:32.634340283 futex IPC server server /src/ /src/server 
19:45:32.634342500 sched_yield other server server /src/ /src/server 
19:45:32.634343589 switch scheduler server server /src/ /src/server 
19:45:32.634344709 read net server server /src/ /src/server 
19:45:32.634350496 read net server server /src/ /src/server 
19:45:32.634400074 futex IPC server server /src/ /src/server 
19:45:32.634407123 futex IPC server server /src/ /src/server 
19:45:32.634431719 getrandom other server server /src/ /src/server 
19:45:32.634433477 getrandom other server server /src/ /src/server 
19:45:32.634456801 futex IPC server server /src/ /src/server 
19:45:32.634458115 write ipc server server /src/ /src/server 
19:45:32.634462125 epoll_pwait other server server /src/ /src/server 
19:45:32.634462993 epoll_pwait other server server /src/ /src/server 
19:45:32.634465075 futex IPC server server /src/ /src/server 
19:45:32.634467365 write ipc server server /src/ /src/server 
19:45:32.634468892 futex IPC server server /src/ /src/server 
19:45:32.634470741 switch scheduler server server /src/ /src/server 
19:45:32.634471354 read net server server /src/ /src/server 
19:45:32.634473863 read net server server /src/ /src/server 
19:45:32.634475795 epoll_pwait other server server /src/ /src/server 
19:45:32.634475978 epoll_pwait other server server /src/ /src/server 
19:45:32.634477436 epoll_pwait other server server /src/ /src/server 
19:45:32.634482189 switch scheduler server server /src/ /src/server 
19:45:32.634483579 futex IPC server server /src/ /src/server 
19:45:32.634486297 futex IPC server server /src/ /src/server 
19:45:32.634500658 switch scheduler server server /src/ /src/server 
19:45:32.634518378 sched_yield other server server /src/ /src/server 
19:45:32.634520244 futex IPC server server /src/ /src/server 
19:45:32.634520604 futex IPC server server /src/ /src/server 
19:45:32.634522033 nanosleep sleep server server /src/ /src/server 
19:45:32.634526261 switch scheduler server server /src/ /src/server 
19:45:32.634544581 switch scheduler server server /src/ /src/server 
19:45:32.634602989 switch scheduler server server /src/ /src/server 
19:45:32.634610681 nanosleep sleep server server /src/ /src/server 
19:45:32.634612567 nanosleep sleep server server /src/ /src/server 
19:45:32.634614499 switch scheduler server server /src/ /src/server 
19:45:32.634624080 write ipc server server /src/ /src/server 
19:45:32.634627516 write ipc server server /src/ /src/server 
19:45:32.634629068 switch scheduler server server /src/ /src/server 
19:45:32.634683936 switch scheduler server server /src/ /src/server 
19:45:32.634691552 nanosleep sleep server server /src/ /src/server 
19:45:32.634693077 nanosleep sleep server server /src/ /src/server 
19:45:32.634694514 switch scheduler server server /src/ /src/server 
19:45:32.634705945 futex IPC server server /src/ /src/server 
19:45:32.634709398 futex IPC server server /src/ /src/server 
19:45:32.634718131 futex IPC server server /src/ /src/server 
19:45:32.634721183 nanosleep sleep server server /src/ /src/server 
19:45:32.634723899 switch scheduler server server /src/ /src/server 
