futex
futex
futex
futex
switch
futex
futex
futex
futex
switch
futex
futex
futex
futex
switch
futex
futex
futex
futex
switch
epoll_wait
futex
futex
epoll_ctl
epoll_ctl
epoll_wait
switch
futex
futex
futex
read
read
futex
futex
write
write
read
read
futex
write
futex
futex
write
futex
futex
epoll_wait
switch
read
switch
read
epoll_ctl
epoll_ctl
epoll_wait
switch
futex
futex
futex
futex
switch
epoll_wait
epoll_wait
switch
futex
futex
futex
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
lstat
stat
stat
stat
stat
stat
stat
stat
stat
stat
stat
stat
stat
stat
stat
stat
stat
stat
stat
lseek
lseek
read
read
lseek
lseek
read
read
lseek
lseek
read
read
lseek
lseek
read
read
stat
stat
stat
stat
stat
stat
stat
stat
stat
stat
stat
stat
stat
stat
stat
stat
stat
stat
stat
stat
stat
stat
stat
stat
stat
stat
stat
stat
lseek
lseek
read
read
lseek
lseek
read
read
lseek
lseek
read
read
lseek
lseek
read
read
stat
stat
stat
stat
stat
stat
stat
stat
stat
stat
stat
stat
stat
stat
lseek
lseek
read
read
lseek
lseek
read
read
lseek
lseek
read
read
lseek
lseek
read
read
stat
stat
lseek
lseek
read
read
lseek
lseek
read
read
lseek
lseek
read
read
lseek
lseek
read
read
stat
stat
lseek
lseek
read
read
lseek
lseek
read
read
lseek
lseek
read
read
lseek
lseek
read
read
stat
stat
stat
stat
stat
stat
lseek
lseek
read
read
lseek
lseek
read
read
lseek
lseek
read
read
lseek
lseek
read
read
stat
stat
stat
stat
stat
stat
stat
stat
switch
stat
stat
stat
stat
stat
stat
lseek
lseek
read
read
lseek
lseek
read
read
lseek
lseek
read
read
lseek
lseek
read
read
stat
stat
stat
stat
stat
stat
lseek
lseek
read
read
lseek
lseek
read
read
lseek
lseek
read
read
lseek
lseek
read
